name,rating,Top_Sell_Rank,Popularity_Rank
Điện thoại Gaming Nubia Neo | 18(8+10)GB/256GB | 6.6'' FHD+ 120Hz | Unisoc T820 | Sạc 22.5W | Hàng Chính Hãng,5.0,163,226
Điện thoại IP Grandstream GRP 2601 hàng chính hãng,,304,226
Điện thoại IP Grandstream GRP 2601P hàng chính hãng,,304,226
"Điện thoại ITEL A48 2GB/32GB , 6.1"" HD+ , Camera kép - Hàng Chính Hãng",5.0,57,226
Điện thoại Ip phone Cisco CP-7841-K9 chính hãng,,199,226
Điện thoại Ip phone Cisco CP-7945G chính hãng,,199,226
Điện thoại Itel it9010 4G - Hàng chính hãng,5.0,179,226
Điện thoại Itel it9200 4G - Hàng chính hãng,5.0,264,226
"Điện thoại Masstel FAMI 60 4G ,Pin 2000 mah ,cỡ chữ to rõ ràng,âm thanh lớn,màn hình to- Hàng chính hãng",,304,226
Điện thoại Masstel FAMI 60 4G Pin 2000 mah - Hàng chính hãng,5.0,60,226
Điện thoại Masstel Fami 60 - Hàng chính hãng ,,364,226
Điện thoại Masstel Fami 65 4G - Tặng dock sạc - Gọi HD Call - Hàng chính hãng,5.0,123,226
"Điện thoại Masstel Fami 8 4G(LTE) Gọi HD call , Bàn phím chữ số lớn,Loa to - Hàng chính hãng",,304,226
Điện thoại Masstel Hapi 30 4G Hàng Chính Hãng,1.0,304,226
Điện thoại Masstel IZI 11 4G - Hàng chính hãng,5.0,145,226
Điện thoại Masstel IZI 12 4G LTE - 2 Sim 2 Sóng - Pin 1000 mAh - Loa to - Hàng Chính Hãng - Bảo Hành 12 Tháng,,364,226
"Điện thoại Masstel IZI 20 4G , Pin 1700 mAh - Hàng chính hãng ",5.0,105,226
"Điện thoại Masstel IZI 20 4G - Hàng chính hãng, Nguyên Seal",5.0,221,226
"Điện thoại Masstel IZI 50 4G , Pin 1700 mah - Hàng chính hãng",5.0,136,226
"Điện thoại Masstel IZI 55 4G , Pin 1800mah - Hàng chính hãng",5.0,114,226
Điện thoại Masstel IZI 55 4G - Hàng chính hãng,5.0,221,226
Điện thoại Masstel IZI11 4G - Hàng Chính Hãng,,364,226
Điện thoại Masstel Izi 20 - Hàng chính hãng ,5.0,304,226
"Điện thoại Masstel Izi 25 4G Pin siêu khỏe, Gọi HD call- Hàng chính hãng",5.0,213,226
"Điện thoại Masstel Izi 56 4G (LTE) Gọi HD Call ,Pin khủng ,loa lớn - Hàng Chính Hãng",,212,226
Điện thoại Masstel Izi S1 4G (LTE) Gọi HD Call - Hàng chính hãng,,364,226
Điện thoại Masstel Lux 10 4G - Nhiều chức năng - Hàng chính hãng,5.0,248,226
Điện thoại Masstel Lux 10 4G - Sang trọng - Gọi HD Call - Hàng chính hãng,5.0,128,226
Điện thoại Masstel Lux 20 4G - Sang trọng - Gọi HD Call - Hàng chính hãng,5.0,107,226
"Điện thoại Masstel Lux 20 4G dành cho người lớn tuổi - Hàng chính hãng, Nguyên Seal",5.0,173,226
"Điện thoại Masstel Play 10 4G Thiết kế hầm hố,Khung viền kim loại - Hàng chính hãng",5.0,101,226
Điện thoại Masstel izi 26 - Hàng chính hãng ,,364,226
Điện thoại Masstel izi 26 4G - Gọi HD Call - Hàng chính hãng,5.0,146,226
Điện thoại Masstel izi 56 4G (pin trâu-loa chữ to rõ) - Hàng Chính Hãng,5.0,304,226
"Điện thoại Mobell F209 4G ,Loa to, Phím lớn - Hàng chính hãng",5.0,214,226
Điện thoại Mobell M239 - Hàng chính hãng,,364,226
Điện thoại Mobell M239 4G - 2 SIM - Hàng chính hãng,5.0,171,226
Điện thoại Mobell M539 4G - Màn hình lớn 2.8 inch - Hàng chính hãng,5.0,248,226
"Điện thoại Mobell Rock 4 4G , Pin 3250mah , Loa Siêu lớn - Hàng chính hãng",5.0,112,226
Điện thoại Nokia 105 4G - Hàng chính hãng,5.0,75,226
Điện thoại Nokia 105 4G Pro - Hàng chính hãng,,304,226
Điện thoại Nokia 110 4G - Hàng chính hãng,5.0,82,226
Điện thoại Nokia C20 (2GB/16GB) - Hàng Chính Hãng,5.0,38,226
Điện thoại Nokia C20 2GB/32GB Xanh - Hàng Chính Hãng,,364,226
Điện thoại Nokia C30 2GB/32GB - Hàng chính hãng,5.0,34,226
Điện thoại Nokia N110 4G - Hàng chính hãng,,282,226
Điện thoại OPPO A18 4GB-128GB - Hàng chính hãng,,364,226
Điện thoại OPPO A57 4GB/128GB Vàng - Hàng chính hãng,,133,226
Điện thoại OPPO A57 4GB/128GB Đen - Hàng chính hãng,5.0,304,226
Điện thoại OPPO A58 (6GB/128GB) - Hàng Chính Hãng,5.0,148,226
Điện thoại OPPO A58 6GB/128GB Xanh - Hàng chính hãng,,304,226
Điện thoại OPPO A58 6GB/128GB Đen - Hàng chính hãng,,304,226
Điện thoại OPPO A77 4GB+4GB/128GB - Sạc siêu nhanh 33W - Hàng nhập khẩu nhật - Bản quốc tế,5.0,206,226
Điện thoại OPPO A78 (8GB/256GB) - Hàng Chính Hãng,5.0,181,226
Điện thoại OPPO CPH2387 - A57 Xanh - Hàng Chính Hãng,,244,226
Điện thoại OPPO CPH2471 - A17k Vàng - Hàng Chính Hãng (chỉ giao HN và một số khu vực),,89,226
Điện thoại OPPO CPH2471 - A17k Xanh - Hàng Chính Hãng (chỉ giao HN và một số khu vực),,89,226
Điện thoại OPPO Reno10 5G (8GB/256GB) - Hàng Chính Hãng,5.0,116,226
Điện thoại OPPO Reno8 T 4G (8GB/256GB) - Hàng Chính Hãng,5.0,238,226
Điện thoại OPPO Reno8T 4G - Hàng chính hãng,,304,226
"Điện thoại OUKITEL WP16 (pin 10.600mAh,  Ram 8Gb,Rom 128Gb, màn hình 6,39 in , Android 11, Máy ảnh nhìn ban đêm 20MP, chống nước IP68,chống va đập, hai SIM 4G, NFC..) – hàng chính hãng",,150,226
"Điện thoại OUKITEL WP18 (Chống nước ,chống va đập, pin khủng 12500mAh, Ram 4GB ,Rom 32GB ,màn hình 5.93 inch,Điện thoại chắc chắn) – HÀNG CHÍNH HÃNG",5.0,248,226
Điện thoại OnePlus 10T 5G - Hàng Chính Hãng,,300,226
Điện thoại Oppo A17k (3GB/64GB) - Hàng chính hãng,,125,226
Điện thoại Oppo A18 - Hàng chính hãng,,364,226
Điện thoại Oppo A38 - Hàng chính hãng,,304,226
Điện thoại Oppo A57 (4GB/64GB) - Hàng chính hãng,,364,226
Điện thoại Oppo A58 (6GB/128GB) - Hàng chính hãng,,364,226
Điện thoại Oppo Reno8 T (8GB/256GB) - Hàng chính hãng,,144,226
"Điện thoại Oukitel  WP12 Pro (chống nước,chống va đập,RAM 8GB(Ram 4GB+ 4Gb),Rom 64 Gb,8 nhân)- hÀng chính hãng",5.0,264,226
"Điện thoại Oukitel WP19(chống sốc ,chống nước ,Pin 21000mAh ,Ram 8G ,Rom 256G ,Tầm nhìn ban đêm 64MP ,  Máy ảnh 90Hz ,Điện thoại Helio G95 )-hàng chính hãng",5.0,231,226
"Điện thoại Oukitel WP2 chống nước,chống va đập, pin 10.000 mAh - Hàng chính hãng",5.0,170,226
"Điện thoại Oukitel WP5 Pro (Ram4GB,Rom 64Gb,pin 8.000mAh ,chống va đập,chống nước) - hàng chính hãng",5.0,108,226
"Điện thoại Oukitel WP6 (Chống va đập,chống nước,Ram 6Gb,Rom 128Gb,pin 10.000mAh) - Hàng chính hãng",5.0,214,226
Điện thoại Panasonic KX-TGC313CX -Hàng chính hãng,,364,226
Điện thoại Panasonic KX-TS520MX - Trắng - Hàng chính hãng,4.0,221,226
Điện thoại Panasonic KX-TS520MX -Hàng chính hãng,,364,226
Điện thoại Panasonic KX-TS560MX -Hàng chính hãng,,264,226
Điện thoại Panasonic KX-TS820MX -Hàng chính hãng,5.0,238,226
Điện thoại Panasonic KX-TSC11MX -Hàng chính hãng,5.0,238,226
Điện thoại Realme 11 Pro (8GB/256GB) - Hàng chính hãng,5.0,221,226
Điện thoại Realme C11 2021 (4GB/64GB) - Hàng chính hãng,,364,226
Điện thoại Realme C25Y (4GB/128GB) - Hàng chính hãng,,229,226
Điện thoại Realme C51 (6GB/256GB) - Hàng Chính Hãng,5.0,102,226
Điện thoại Realme C55 (6GB/128GB) - Hàng chính hãng,5.0,24,226
Điện thoại Realme C55 6GB/128GB Vàng nắng mai - Hàng chính hãng,,203,226
Điện thoại Realme C55 6GB/128GB Đen trời đêm - Hàng chính hãng,,203,226
Điện thoại Samsung A05 4GB - hàng chính hãng,,304,226
Điện thoại Samsung Galaxy A03s (3GB/32GB) - Hàng chính hãng,,275,226
Điện thoại Samsung Galaxy A04 (3GB/32GB) - Đã kích hoạt bảo hành điện tử -  Hàng chính hãng,5.0,46,226
Điện thoại Samsung Galaxy A04e (3GB/32GB) - Hàng chính hãng,,304,226
Điện thoại Samsung Galaxy A04s (4GB/64BG) - Hàng chính hãng,,304,226
Điện thoại Samsung Galaxy A04s (4GB/64GB) - Hàng chính hãng,5.0,190,226
Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng ,5.0,231,226
Điện thoại Samsung Galaxy A05 (4GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,5.0,22,226
Điện thoại Samsung Galaxy A05 (4GB/128GB)- Helio G85 - Sạc nhanh 25W - Hàng chính hãng,,300,226
Điện thoại Samsung Galaxy A05s (4GB/128GB) - Hàng chính hãng,,364,226
Điện thoại Samsung Galaxy A05s (4GB/128GB) - Hàng chính hãng ,5.0,166,226
Điện thoại Samsung Galaxy A05s 4GB/128GB- Hàng Chính hãng,,304,226
Điện thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng chính hãng,5.0,282,226
Điện thoại Samsung Galaxy A14 5G A146P (4+128G) Đen - Hàng Chính Hãng (chỉ giao HN và một số khu vực),,89,226
Điện thoại Samsung Galaxy A15 LTE (8GB/128GB) - Hàng chính hãng,,304,226
Điện thoại Samsung Galaxy A23 5G 4GB/128GB Đen - Hàng chính hãng,,364,226
Điện thoại Samsung Galaxy A24 (6GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,,364,226
Điện thoại Samsung Galaxy A24 - Hàng chính hãng,,264,226
Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng,5.0,169,226
Điện thoại Samsung Galaxy A34 5G 8GB/128GB Bạc - Hàng chính hãng,,364,226
Điện thoại Samsung Galaxy A34 5G 8GB/128GB Xanh - Hàng chính hãng,,364,226
Điện thoại Samsung Galaxy A34 5G 8GB/128GB Đen - Hàng chính hãng,,364,226
Điện thoại Samsung Galaxy M14 5G (4GB/64GB) - Hàng chính hãng,5.0,214,226
Điện thoại Samsung Galaxy M14 5G (4GB/64GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,5.0,221,226
Điện thoại Samsung Galaxy M14 5G (6GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,5.0,60,226
Điện thoại Samsung Galaxy M34 5G (8GB/128GB) - Hàng chính hãng,,238,226
Điện thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng chính hãng,4.0,160,226
Điện thoại Samsung Galaxy S23 FE (8GB/128GB) - Hàng chính hãng,,364,226
Điện thoại Samsung Galaxy S23 Plus 256GB - Hàng chính hãng,,186,226
Điện thoại Samsung Galaxy S23 Ultra 1TB - Hàng chính hãng,,364,226
Điện thoại Samsung Galaxy S23 Ultra 256GB - Hàng chính hãng,,186,226
Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB Xanh lục - Hàng chính hãng,,364,226
Điện thoại Samsung Galaxy Z Flip 5 - Hàng chính hãng,5.0,147,226
Điện thoại Samsung Galaxy Z Flip5 (8GB/512GB) - Hàng chính hãng,,300,226
Điện thoại Samsung Galaxy Z Fold 5 - Hàng chính hãng,5.0,160,226
Điện thoại TCL 408 (4GB/64GB) - Hàng Chính Hãng,5.0,214,226
Điện thoại TECNO Spark 6 Go (4GB/64GB) - Hàng chính hãng,4.0,248,226
Điện thoại Tecno CAMON 20 8GB/256GB - Camera 64MP + 32MP | 5000 mAh | Sạc nhanh 33W | 6.7'' FHD AMOLED - BH 13 Tháng - Hàng Chính Hãng,5.0,142,226
Điện thoại Tecno CAMON 20 Premier 5G - 8GB/512GB | Dimensity 8050| Cụm Camera 108+50+ 2MP | AMOLED - Tần số quét 120Hz - Hàng chính hãng,5.0,304,226
Điện thoại Tecno CAMON 20 Pro 8GB/256GB - Camera 64MP + 32MP | Helio G99 | 5000 mAh/ 33W | 6.7'' FHD AMOLED - Hàng Chính Hãng - BH 13 Tháng,5.0,113,226
Điện thoại Tecno POVA 5 (8+8)/128GB - MediaTek Helio G99 - Sạc nhanh 45W - 6.8'' FHD+120HZ - Hàng Chính Hãng - BH 13 Tháng,5.0,51,226
Điện thoại Tecno POVA 5 (8GB+8GB/128GB) RAM mở rộng 16GB | Pin 6000 mAh | Màn 120Hz - Sạc nhanh 45W - Hàng Chính Hãng			 				,,275,226
Điện thoại Tecno SPARK 10 4GB/128GB - Camera 50MP | 5000 mAh | Sạc nhanh 18W | Cảm ứng vân tay - Hàng chính hãng,5.0,116,226
Điện thoại Tecno SPARK 10 Pro 8GB/256GB - Helio G88 | 5000 mAh | Sạc nhanh 18W | Cảm ứng vân tay - Hàng chính hãng,5.0,111,226
"Điện thoại Tecno SPARK GO 2023 4GB/64GB - Helio A22 | 5000 mAh | 6,6"" HD+| Cảm ứng vân tay | Hàng chính hãng | Bảo hành chính hãng 13 tháng",5.0,97,226
Điện thoại Tecno Spark Go 2023 4GB/64GB - Hàng chính hãng ,5.0,104,226
"Điện thoại Ulefone Armor 13 (pin khủng,pin 13.200mAh, Ram 8Gb,Rom 256Gb,chống sốc,chống va đập,nội soi,tia hồng ngoại,tia lade,loa to,học online)- hàng chính hãng",,364,226
"Điện thoại Ulefone Power Armor 19T (Camera chụp ảnh nhiệt FLIR , RAM 17GB + ROM 256GB , Helio G99,sạc nhanh 66W,pin 9600mAh,chống nước,chống sốc)-hàng chính hãng",,304,226
"Điện thoại Ulefone armor 22(chống nước,chống va đập, Màn hình giọt nước 6,58 inch, RAM:8GB,Rom 128GB/256GB,Thẻ nhớ microSD Lên đến 512GB, Camera kép 64MP + 64MP)- hàng chính hãng",,155,226
Điện thoại Vivo Y33s (8GB/128GB) - Hàng chính hãng,5.0,248,226
Điện thoại VoIP Yealink SIP-T30,,264,226
Điện thoại VoIP Yealink SIP-T30 - Hàng Chính Hãng,,264,226
Điện thoại Xiaomi 13 Lite (8GB/256GB) - Hàng chính hãng,,203,226
Điện thoại Xiaomi 13T 12GB-256GB - Hàng Chính Hãng,,304,226
Điện thoại Xiaomi POCO C65 (6GB/128GB) - Helio G85 - Màn 90HZ - Hàng chính hãng,,304,226
Điện thoại Xiaomi Poco C65 - Hàng chính hãng,,304,226
Điện thoại Xiaomi REDMI 9A (2+32) Xanh dương - Hàng chính hãng (chỉ giao HN và một số khu vực),,304,226
Điện thoại Xiaomi Redmi 10 2022 (4GB/128GB) - Hàng chính hãng,5.0,62,226
Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng chính hãng,5.0,264,226
Điện thoại Xiaomi Redmi 12 (4GB-128GB) - Hàng Chính Hãng,,364,226
"Điện thoại Xiaomi Redmi 12 (4GB/128GB) , Helio G88 , Màn 90HZ - Hàng chính hãng",,304,226
"Điện thoại Xiaomi Redmi 12 (8GB/128GB) , Helio G88 , Màn 90HZ - Hàng chính hãng",,304,226
Điện thoại Xiaomi Redmi 12 8GB/128GB - Hàng Chính Hãng,,364,226
Điện thoại Xiaomi Redmi 12C (3GB/32GB) - Hàng chính hãng,5.0,28,226
Điện thoại Xiaomi Redmi 12C (4GB/64GB) - Hàng chính hãng,5.0,282,226
Điện thoại Xiaomi Redmi 13C (4GB/128GB) - Hàng chính hãng - Bảo hành 18 tháng,,364,226
"Điện thoại Xiaomi Redmi 13C (6+128GB) | 6.74"" 90Hz| Media Tek Helio G85| 5000mAh - Hàng chính hãng",,364,226
Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng,5.0,37,226
Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng - Bảo hành 18 tháng,5.0,282,226
Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,5.0,3,226
Điện thoại Xiaomi Redmi 9A - Hàng chính hãng,,150,226
"Điện thoại Xiaomi Redmi 9A 2GB/32GB - Chip MediaTek Helio G25 8 nhân (12 nm), Màn hình 6.53"" HD+, Camera 13MP, Pin 5000 - Hàng Chính Hãng",,206,226
Điện thoại Xiaomi Redmi 9A 2GB/32GB Xám - Hàng chính hãng,5.0,304,226
Điện thoại Xiaomi Redmi A2 (2GB/32GB) - Hàng chính hãng,,304,226
"Điện thoại Xiaomi Redmi A2 MediaTek Helio G36 , Pin 5000 mAh - Hàng chính hãng",,304,226
Điện thoại Xiaomi Redmi Note 10 JE 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,5.0,35,226
Điện thoại Xiaomi Redmi Note 10T 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,5.0,53,226
Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng chính hãng,5.0,23,226
"Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) Màn AMOLED 120HZ, Snapdragon 685 , Sạc 33W - Hàng chính hãng",5.0,248,226
Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng,5.0,9,226
Điện thoại Xiaomi Redmi Note 12 Pro (8GB/256GB) - Hàng chính hãng,5.0,304,226
Điện thoại Xiaomi Redmi Note 12 Pro 5G (8GB/256GB) - Hàng chính hãng,,364,226
Điện thoại Xiaomi Redmi Note 12 Pro 5G (8GB/256GB) - Hàng chính hãng ,5.0,55,226
Điện thoại Xiaomi Redmi Note 13 (6GB/128GB) - Hàng chính hãng,5.0,39,226
Điện thoại Xiaomi Redmi Note 13 Pro (8GB/128GB) - Hàng Chính Hãng,,304,226
Điện thoại Xiaomi Redmi Note 13 Pro 4G (8GB/128GB) - Hàng chính hãng,,304,226
Điện thoại Xiaomi Redmi Note 13 pro (8GB - 128GB) hàng chính hãng - Bảo hành 18 tháng,,304,226
"Điện thoại ZTE Blade A52 4GB l 64GB, Pin 5000mAh, Màn hình 6.52"", Camera AI Triple - Hàng chính hãng",,364,226
"Điện thoại ZTE Blade V40 Vita (ZTE 8045) - MH giọt nước HD+ 6.75"" - Pin 6000 mAh sạc nhanh 22.5W -  Bộ nhớ mở rộng (4+2)GB - Hàng chính hãng",,364,226
"Điện thoại ZTE Libero 5G IV - 4GB/128GB Dimensity 700 , Kháng nước IP67 , Sạc nhanh 22,5W - Mới nguyên seal - Hàng nhập khẩu",5.0,304,226
Điện thoại bàn DECT không dây Yealink W73H có chân đế - Hàng chính hãng,,89,226
Điện thoại bàn Ktel 645 hàng chính hãng,5.0,68,226
Điện thoại bàn Panasonic  KX-TS500MX-hàng chính hãng,5.0,10,226
Điện thoại bàn Panasonic KX-TGC312 hàng chính hãng,5.0,109,226
Điện thoại bàn Panasonic KX-TGC313 hàng chính hãng,5.0,174,226
Điện thoại bàn Panasonic KX-TGF320 hàng chính hãng,5.0,116,226
Điện thoại bàn Panasonic KX-TS560 hàng chính hãng,5.0,70,226
Điện thoại bàn Panasonic KX-TS580 hàng chính hãng,5.0,120,226
Điện thoại bàn Panasonic KX-TS880 hàng chính hãng,5.0,74,226
Điện thoại bàn Panasonic KX-TSC11 hàng chính hãng,5.0,29,226
Điện thoại bàn có dây Panasonic KX-TS560MX - Hàng chính hãng,5.0,123,226
Điện thoại bàn có dây nhỏ gọn màu trắng,5.0,58,226
"Điện thoại bàn cố định không dây lắp các loại Sim Di động, Cố định (Viettel, Vinaphone, Mobifone...)",5.0,153,226
Điện thoại bàn cổ điển DT115,,259,226
Điện thoại bàn cổ điển DT40,,304,226
"Điện thoại bàn cổ điển, điện thoại bàn tân cổ điển, DT122",5.0,231,226
Điện thoại bàn không dây Panasonic KX-TGB110-Hàng Chính Hãng,5.0,98,226
Điện thoại bàn không dây Panasonic KX-TGC313 - Hàng Chính Hãng,5.0,184,226
Điện thoại bàn không dây Panasonic KX-TGD312 - Hàng Chính Hãng,5.0,149,226
Điện thoại bàn không dây Panasonic KX-TGF310 - Hàng Chính Hãng,5.0,80,226
Điện thoại bàn không dây Panasonic KX-TGF320 - Hàng Chính Hãng,5.0,103,226
Điện thoại bàn treo tường TC990,5.0,127,226
Điện thoại chắc chắn Ulefone Power Armor 18T Ultra (chụp ảnh nhiệt Camera FLIR5G 512GB ROM +24GB RAM)- hàng chính hãng,,304,226
Điện thoại cố định Panasonic KX-TS520MX ( màu đen)-Hàng chính hãng,,364,226
"Điện thoại cố định không dây cho người già, màn hình hiển thị đầu số - Hàng chính hãng",5.0,121,226
Điện thoại di động Forme N82 4G - Hàng chính hãng,,364,226
Điện thoại di động Forme Q8 (4G) - Hàng chính hãng,,94,226
Điện thoại di động Mobell M331 - Hàng chính hãng,,184,226
Điện thoại di động Nokia 105 4G - Hàng chính hãng,,364,226
Điện thoại di động Samsung A24 (6G/128G) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,,364,226
Điện thoại di động Vtel E10 4G – Hàng Chính Hãng,5.0,20,226
Điện thoại hiệu Masstel Fami 60 - Hàng chính hãng - Giá rẻ - hỗ trợ 4G - dành cho người lớn tuổi,5.0,304,226
Điện thoại itel it9200 4G - WIFI - Hàng chính hãng,5.0,33,226
Điện thoại không dây IP 622CW ,,364,226
Điện thoại không dây Panasonic KX-TGC212 - Hàng Chính Hãng,5.0,110,226
"Điện thoại người già IPRO F183 4G , Gọi HD Call , Có SOS , 2 sim 2 sóng - Hàng chính hãng",,304,226
"Điện thoại oukitel wp23 ( chống nước,chống va đập,pin 10600mAh,Ram 4Gb.Rom 64Gb,màn hình 6.52 inch,mạng 2,3,4G,Android 13 )-hàng chính hãng",,304,226
"Điện thoại siêu bền Oukitel WP33 Pro 5G (Loa to 136 dB (5W) ,Pin 22000mAh,màn hình 6,6 inch FHD+,Ram 24GB(8+16),Rom 256GB, Camera 64MP,sạc nhanh 33W)- hàng chính hãng",,364,226
"Điện thoại smartphone Masstel Hapi 15 (2GB/16GB) - 2 Sim, Tặng kèm ốp lưng - Hàng chính hãng - Bảo hành chính hãng",,364,226
"Điện thoại thông minh itel A26  2 Sim 2 Sóng 4G LTE - Màn hình IPS 5.7"" - RAM 2GB + ROM 32 GB - Mở khoá bằng Gương Mặt -  Hàng chính hãng ",5.0,130,226
"Điện thoại tân cổ điển để bàn mã DT4 màu trắng kết hợp vàng, chuông thanh bàn phím quay, dùng sim di động nghe gọi âm thanh tốt và để trang trí (Điện thoại bàn tân cổ điển)",5.0,214,226
Điện thoại vivo Y22s (8GB - 128GB) - Hàng Chính Hãng,5.0,194,226
Điện thoại để bàn Panasonic KX TSC11MX hàng chính hãng,5.0,43,226
Điện thoại để bàn Panasonic KX-TS560 hàng chính hãng,5.0,141,226
Điện thoại để bàn Panasonic KX-TS880 hàng chính hãng,5.0,85,2
Điện thoại để bàn tân cổ điển chuông thanh bàn phím quay mã DT10 dùng sim di động hoặc dùng cáp nghe gọi âm thanh rõ ràng và để trang trí (điện thoại bàn tân cổ điển),5.0,191,226
Điện thoại để bàn tân cổ điển phím quay DT11,,364,226
Điện thoại để bàn tân cổ điển phím quay DT15,3.0,248,226
điện thoại  IP622C - hàng chính hãng,,364,226
điện thoại Nokia 110 4G Pro -Kiểu dáng bền bỉ - hiển thị rõ nét- Hàng chính hãng,,248,226
